trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
91,False,"{'a': 0.4, 'e': 0.912976141824096}",20,2,-102.96791651802366,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 2}",1
92,False,"{'a': 0.4, 'e': 0.912063165682272}",20,0,-102.18260207106677,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
93,False,"{'a': 0.4, 'e': 0.9111511025165897}",30,2,-78.92906539606369,"{0: 18, 1: 1, 2: 8, 3: 1, 4: 0}",1
94,False,"{'a': 0.4, 'e': 0.9102399514140731}",20,0,-26.080163464202123,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
95,False,"{'a': 0.4, 'e': 0.9093297114626591}",25,0,-160.95266557617288,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
96,False,"{'a': 0.4, 'e': 0.9084203817511963}",25,0,-77.41457488819086,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
97,False,"{'a': 0.4, 'e': 0.9075119613694451}",25,0,-105.70199205094247,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
98,False,"{'a': 0.4, 'e': 0.9066044494080757}",35,0,-280.6145972633756,"{0: 21, 1: 2, 2: 4, 3: 3, 4: 5}",0
99,False,"{'a': 0.4, 'e': 0.9056978449586677}",30,0,-105.65481367231986,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
100,False,"{'a': 0.4, 'e': 0.9047921471137089}",20,0,-183.43183095460475,"{0: 9, 1: 0, 2: 8, 3: 0, 4: 3}",0
101,False,"{'a': 0.4, 'e': 0.9038873549665952}",20,0,-116.3680014886698,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
102,False,"{'a': 0.4, 'e': 0.9029834676116286}",20,0,-76.59084570711987,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
103,False,"{'a': 0.4, 'e': 0.902080484144017}",20,0,-28.70388895926782,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
104,False,"{'a': 0.4, 'e': 0.901178403659873}",30,0,-127.07831479675266,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
105,False,"{'a': 0.4, 'e': 0.9002772252562131}",25,0,-113.36426347611041,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
106,False,"{'a': 0.4, 'e': 0.8993769480309569}",20,0,-122.28795519393707,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
107,False,"{'a': 0.4, 'e': 0.8984775710829259}",25,0,-102.30820031191864,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
108,False,"{'a': 0.4, 'e': 0.8975790935118431}",25,0,-171.0833798685271,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
109,False,"{'a': 0.4, 'e': 0.8966815144183312}",25,0,-65.51250203761491,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
110,False,"{'a': 0.4, 'e': 0.8957848329039129}",20,0,-83.88494310839961,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
111,False,"{'a': 0.4, 'e': 0.894889048071009}",30,0,-184.45493349411478,"{0: 13, 1: 7, 2: 8, 3: 0, 4: 2}",0
112,False,"{'a': 0.4, 'e': 0.8939941590229379}",20,0,-86.46476768820641,"{0: 9, 1: 4, 2: 6, 3: 1, 4: 0}",0
113,False,"{'a': 0.4, 'e': 0.893100164863915}",25,0,-165.29319646341574,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
114,False,"{'a': 0.4, 'e': 0.8922070646990511}",25,0,-137.57235227073718,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
115,False,"{'a': 0.4, 'e': 0.891314857634352}",30,0,-195.44242594758163,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 3}",0
116,False,"{'a': 0.4, 'e': 0.8904235427767176}",30,0,-91.22741566279608,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
117,False,"{'a': 0.4, 'e': 0.889533119233941}",25,0,-155.2985991322308,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
118,False,"{'a': 0.4, 'e': 0.8886435861147071}",25,0,-174.64080443081565,"{0: 14, 1: 3, 2: 2, 3: 4, 4: 2}",0
119,False,"{'a': 0.4, 'e': 0.8877549425285923}",25,0,-43.79222366469988,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
120,False,"{'a': 0.4, 'e': 0.8868671875860638}",25,11,-24.0889782037991,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
121,False,"{'a': 0.4, 'e': 0.8859803203984776}",20,0,-70.94842339016115,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
122,False,"{'a': 0.4, 'e': 0.8850943400780792}",30,0,-140.70149200749992,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
123,False,"{'a': 0.4, 'e': 0.8842092457380011}",20,0,-102.09792344057405,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
124,False,"{'a': 0.4, 'e': 0.8833250364922631}",35,11,-150.1449331756104,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 3}",1
125,False,"{'a': 0.4, 'e': 0.8824417114557709}",20,0,-31.065725637682917,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
126,False,"{'a': 0.4, 'e': 0.8815592697443151}",30,7,-72.1905913963305,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 1}",1
127,False,"{'a': 0.4, 'e': 0.8806777104745708}",30,0,-157.01426827667137,"{0: 16, 1: 8, 2: 3, 3: 1, 4: 2}",0
128,False,"{'a': 0.4, 'e': 0.8797970327640962}",20,0,-29.324180131141603,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
129,False,"{'a': 0.4, 'e': 0.8789172357313321}",25,0,-55.47978418697162,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
130,False,"{'a': 0.4, 'e': 0.8780383184956008}",25,5,-17.3032707110087,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",1
131,False,"{'a': 0.4, 'e': 0.8771602801771051}",20,8,6.91131299433705,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.4, 'e': 0.876283119896928}",25,0,-110.91172811851084,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
133,False,"{'a': 0.4, 'e': 0.8754068367770311}",25,0,-157.54236741878984,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
134,False,"{'a': 0.4, 'e': 0.8745314299402541}",20,0,-5.548106123043066,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
