trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
130,False,"{'a': 0.2, 'e': 0.27075425951199406}",20,0,-14.043902714134774,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
131,False,"{'a': 0.2, 'e': 0.2680467169168741}",35,13,-23.661060347267515,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
132,False,"{'a': 0.2, 'e': 0.26536624974770534}",25,11,-72.48942735331237,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
133,False,"{'a': 0.2, 'e': 0.2627125872502283}",25,11,24.532996291509164,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.2, 'e': 0.26008546137772603}",25,0,-46.04320501694015,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
135,False,"{'a': 0.2, 'e': 0.25748460676394874}",25,18,10.438318417695962,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.2, 'e': 0.2549097606963093}",25,14,7.044136062916716,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.2, 'e': 0.2523606630893462}",20,10,-8.480520216134664,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
138,False,"{'a': 0.2, 'e': 0.2498370564584527}",25,0,-1.5830333295598635,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
139,False,"{'a': 0.2, 'e': 0.24733868589386818}",30,9,-23.66348442695652,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 0}",1
140,False,"{'a': 0.2, 'e': 0.24486529903492948}",20,0,17.954590127854885,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
141,False,"{'a': 0.2, 'e': 0.2424166460445802}",25,0,-24.489579162312676,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
142,False,"{'a': 0.2, 'e': 0.2399924795841344}",20,14,9.92169425939143,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.2, 'e': 0.23759255478829303}",20,13,1.8416508867284807,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.2, 'e': 0.23521662924041012}",25,14,-42.052242159533975,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
145,False,"{'a': 0.2, 'e': 0.232864462948006}",30,10,15.041419249091785,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.2, 'e': 0.23053581831852593}",20,0,-17.02550916919168,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
147,False,"{'a': 0.2, 'e': 0.22823046013534068}",20,0,20.748637005749856,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.2, 'e': 0.22594815553398728}",25,20,11.148663202701451,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.2, 'e': 0.2236886739786474}",25,4,-31.696688386244855,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 1}",1
150,False,"{'a': 0.2, 'e': 0.22145178723886091}",35,24,-14.60876710552064,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
151,False,"{'a': 0.2, 'e': 0.2192372693664723}",20,13,-8.708026886776182,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
152,False,"{'a': 0.2, 'e': 0.21704489667280757}",20,0,25.8037092205788,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
153,False,"{'a': 0.2, 'e': 0.2148744477060795}",25,1,-18.25552254144503,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
154,False,"{'a': 0.2, 'e': 0.2127257032290187}",35,0,-29.81099799523055,"{0: 31, 1: 1, 2: 2, 3: 0, 4: 1}",0
155,False,"{'a': 0.2, 'e': 0.21059844619672852}",25,15,19.23023516490636,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.2, 'e': 0.20849246173476124}",20,3,25.377926620785363,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.2, 'e': 0.2064075371174136}",25,0,-34.22132164902304,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
158,False,"{'a': 0.2, 'e': 0.20434346174623946}",25,0,11.364339256231668,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
159,False,"{'a': 0.2, 'e': 0.2023000271287771}",20,0,-10.61739517891119,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
160,False,"{'a': 0.2, 'e': 0.20027702685748933}",20,9,15.675829713312744,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.2, 'e': 0.19827425658891443}",25,0,-39.03946619615675,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
162,False,"{'a': 0.2, 'e': 0.19629151402302528}",30,17,23.076120998034828,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.2, 'e': 0.19432859888279502}",35,22,13.3401332711682,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.2, 'e': 0.19238531289396707}",20,16,8.187077644291861,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
