trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
94,False,"{'a': 0.05, 'e': 0.3906278353585211}",20,12,14.322398805372721,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.05, 'e': 0.3867410234545012}",20,6,10.84800201635605,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
96,False,"{'a': 0.05, 'e': 0.38289288597511206}",25,0,-38.09100135521339,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
97,False,"{'a': 0.05, 'e': 0.37908303810339883}",25,0,-108.7140232038656,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
98,False,"{'a': 0.05, 'e': 0.37531109885139957}",30,0,-8.03339456418012,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
99,False,"{'a': 0.05, 'e': 0.3715766910220457}",25,18,1.185785897987841,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.05, 'e': 0.36787944117144233}",25,9,-62.437126584761174,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 1}",1
101,False,"{'a': 0.05, 'e': 0.3642189795715233}",30,7,-13.04584989495362,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
102,False,"{'a': 0.05, 'e': 0.3605949401730783}",30,19,11.417015603424945,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.05, 'e': 0.3570069605691474}",25,0,-45.80096642562462,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
104,False,"{'a': 0.05, 'e': 0.35345468195878016}",20,0,32.997976371298,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
105,False,"{'a': 0.05, 'e': 0.3499377491111553}",20,0,-34.6816447382721,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
106,False,"{'a': 0.05, 'e': 0.34645581033005746}",25,0,-122.59061657164693,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
107,False,"{'a': 0.05, 'e': 0.3430085174187067}",25,0,-86.36152418743815,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
108,False,"{'a': 0.05, 'e': 0.33959552564493917}",25,0,12.804221037087954,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
